Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,labels
ATOM,54,H6,AFL,2,1.306,4.364,-1.06,1.23
ATOM,55,H22,AFL,2,0.421,3.13,-1.995,-1.0
ATOM,56,H23,AFL,2,1.279,4.437,-2.843,-1.0
ATOM,57,C1,DGlcNAc,3,-6.29,3.654,0.064,102.51
ATOM,58,C2,DGlcNAc,3,-7.751,3.267,-0.259,56.25
ATOM,59,C3,DGlcNAc,3,-8.694,4.427,0.129,73.13
ATOM,60,C4,DGlcNAc,3,-8.5,4.852,1.603,79.94
ATOM,61,C5,DGlcNAc,3,-6.999,5.139,1.908,75.8
ATOM,62,C6,DGlcNAc,3,-6.716,5.369,3.403,61.26
ATOM,64,O3,DGlcNAc,3,-10.037,4.009,-0.076,-1.0
ATOM,65,O4,DGlcNAc,3,-9.295,6.011,1.83,-1.0
ATOM,66,O5,DGlcNAc,3,-6.164,4.021,1.461,-1.0
ATOM,67,O6,DGlcNAc,3,-6.897,4.158,4.136,-1.0
ATOM,69,HO3,DGlcNAc,3,-10.003,3.491,-0.888,-1.0
ATOM,71,HO6,DGlcNAc,3,-6.63,3.458,3.532,-1.0
ATOM,72,H1,DGlcNAc,3,-5.952,4.489,-0.584,4.64
ATOM,73,H2,DGlcNAc,3,-8.018,2.369,0.333,3.84
ATOM,74,H3,DGlcNAc,3,-8.484,5.295,-0.529,3.8
ATOM,75,H4,DGlcNAc,3,-8.852,4.033,2.261,3.8
ATOM,76,H5,DGlcNAc,3,-6.703,6.056,1.36,3.67
ATOM,77,H61,DGlcNAc,3,-5.679,5.729,3.536,3.79
ATOM,78,H62,DGlcNAc,3,-7.371,6.162,3.811,3.92
ATOM,79,NM,DGlcNAc,3,-7.883,2.977,-1.646,-1.0
ATOM,80,CM,DGlcNAc,3,-8.289,1.732,-2.05,-1.0
ATOM,81,CM2,DGlcNAc,3,-8.377,1.568,-3.555,-1.0
ATOM,82,OM,DGlcNAc,3,-8.556,0.818,-1.292,-1.0
ATOM,83,HM1,DGlcNAc,3,-7.673,3.703,-2.346,-1.0
ATOM,84,HM2,DGlcNAc,3,-8.72,0.542,-3.825,-1.0
ATOM,85,HM3,DGlcNAc,3,-7.377,1.731,-4.02,-1.0
ATOM,86,HM4,DGlcNAc,3,-9.102,2.298,-3.983,-1.0
ATOM,87,C1,BMAN,4,-10.262,5.782,2.792,101.36
ATOM,88,C2,BMAN,4,-10.91,7.118,3.142,71.53
ATOM,89,C3,BMAN,4,-12.155,6.942,3.996,82.62
ATOM,90,C4,BMAN,4,-13.088,5.932,3.37,72.14
ATOM,91,C5,BMAN,4,-12.335,4.631,3.093,75.55
ATOM,92,C6,BMAN,4,-13.159,3.542,2.441,66.16
ATOM,94,O3,BMAN,4,-12.825,8.204,4.096,-1.0
ATOM,95,O4,BMAN,4,-14.177,5.64,4.234,-1.0
ATOM,96,O5,BMAN,4,-11.254,4.936,2.196,-1.0
ATOM,97,O6,BMAN,4,-13.695,3.958,1.195,-1.0
ATOM,102,O2,BMAN,4,-11.253,7.789,1.936,-1.0
ATOM,103,HO2,BMAN,4,-11.989,7.199,1.388,-1.0
ATOM,104,H5,BMAN,4,-11.986,4.227,4.003,3.67
ATOM,105,H61,BMAN,4,-12.966,2.574,2.303,3.52
ATOM,106,H62,BMAN,4,-13.967,3.308,3.072,4.11
ATOM,107,H2,BMAN,4,-10.171,7.701,3.692,4.26
ATOM,108,H3,BMAN,4,-11.855,6.596,4.986,3.77
ATOM,109,H1,BMAN,4,-9.842,5.334,3.693,4.74
ATOM,110,H4,BMAN,4,-13.465,6.36,2.442,4.01
ATOM,111,C1,AMAN,5,-13.749,2.882,0.266,97.88
ATOM,112,C2,AMAN,5,-14.081,3.277,-1.17,77.75
ATOM,113,C3,AMAN,5,-15.508,3.782,-1.306,70.55
ATOM,114,C4,AMAN,5,-16.477,2.806,-0.679,68.3
ATOM,115,C5,AMAN,5,-16.058,2.511,0.761,73.8
ATOM,116,C6,AMAN,5,-16.94,1.524,1.493,62.37
ATOM,117,O3,AMAN,5,-15.814,3.919,-2.699,-1.0
ATOM,118,O4,AMAN,5,-17.793,3.337,-0.658,-1.0
ATOM,119,O5,AMAN,5,-14.735,1.948,0.723,-1.0
ATOM,120,O6,AMAN,5,-16.988,0.267,0.836,-1.0
ATOM,121,HO3,AMAN,5,-15.869,5.0,-2.833,-1.0
ATOM,122,HO4,AMAN,5,-18.348,2.974,-1.523,-1.0
ATOM,123,HO6,AMAN,5,-16.75,-0.717,1.238,-1.0
ATOM,125,O2,AMAN,5,-13.895,2.145,-2.009,-1.0
ATOM,128,H5,AMAN,5,-16.087,3.402,1.324,3.65
ATOM,129,H61,AMAN,5,-16.986,1.285,2.46,3.71
ATOM,130,H62,AMAN,5,-17.918,1.906,1.524,3.9
ATOM,131,H1,AMAN,5,-12.748,2.452,0.302,4.92
ATOM,132,H2,AMAN,5,-13.386,4.067,-1.456,4.08
ATOM,133,H3,AMAN,5,-15.589,4.748,-0.806,3.85
ATOM,134,H4,AMAN,5,-16.462,1.895,-1.276,3.55
ATOM,135,C1,DGlcNAc,6,-12.874,2.367,-2.961,100.64
ATOM,136,C2,DGlcNAc,6,-12.566,1.049,-3.706,55.94
ATOM,137,C3,DGlcNAc,6,-11.592,1.325,-4.871,72.83
ATOM,138,C4,DGlcNAc,6,-12.125,2.433,-5.811,79.78
ATOM,139,C5,DGlcNAc,6,-12.512,3.709,-5.004,75.66
ATOM,140,C6,DGlcNAc,6,-13.236,4.767,-5.856,61.07
ATOM,142,O3,DGlcNAc,6,-11.408,0.122,-5.605,-1.0
ATOM,143,O4,DGlcNAc,6,-11.106,2.723,-6.762,-1.0
ATOM,144,O5,DGlcNAc,6,-13.39,3.359,-3.885,-1.0
ATOM,145,O6,DGlcNAc,6,-14.53,4.304,-6.234,-1.0
ATOM,147,HO3,DGlcNAc,6,-11.378,-0.566,-4.931,-1.0
ATOM,149,HO6,DGlcNAc,6,-14.827,3.76,-5.496,-1.0
ATOM,150,H1,DGlcNAc,6,-11.966,2.752,-2.452,4.62
ATOM,151,H2,DGlcNAc,6,-13.514,0.643,-4.114,3.75
ATOM,152,H3,DGlcNAc,6,-10.615,1.644,-4.454,3.76
ATOM,153,H4,DGlcNAc,6,-13.021,2.053,-6.339,3.7
ATOM,154,H5,DGlcNAc,6,-11.583,4.166,-4.61,3.6
ATOM,155,H61,DGlcNAc,6,-13.334,5.707,-5.279,3.85
ATOM,156,H62,DGlcNAc,6,-12.644,5.022,-6.756,3.99
ATOM,157,NM,DGlcNAc,6,-11.994,0.103,-2.809,-1.0
ATOM,158,CM,DGlcNAc,6,-12.627,-1.09,-2.575,-1.0
ATOM,159,CM2,DGlcNAc,6,-11.904,-1.991,-1.593,-1.0
ATOM,160,OM,DGlcNAc,6,-13.677,-1.421,-3.092,-1.0
ATOM,161,HM1,DGlcNAc,6,-11.105,0.317,-2.334,-1.0
ATOM,162,HM2,DGlcNAc,6,-12.457,-2.948,-1.449,-1.0
ATOM,163,HM3,DGlcNAc,6,-11.818,-1.49,-0.601,-1.0
ATOM,164,HM4,DGlcNAc,6,-10.883,-2.235,-1.968,-1.0
ATOM,165,C5,BGAL,7,-12.086,0.533,-9.519,76.18
ATOM,166,H5,BGAL,7,-13.088,0.946,-9.741,3.73
ATOM,167,O5,BGAL,7,-11.664,1.008,-8.215,-1.0
ATOM,168,C1,BGAL,7,-11.527,2.45,-8.059,103.8
ATOM,169,H1,BGAL,7,-12.508,2.926,-8.229,4.48
ATOM,172,C2,BGAL,7,-10.501,2.993,-9.08,71.89
ATOM,173,H2,BGAL,7,-9.496,2.601,-8.821,3.57
ATOM,174,O2,BGAL,7,-10.462,4.399,-9.015,-1.0
ATOM,175,HO2,BGAL,7,-9.792,4.698,-9.659,-1.0
ATOM,176,C3,BGAL,7,-10.85,2.541,-10.518,73.55
ATOM,177,H3,BGAL,7,-11.783,3.052,-10.827,3.67
ATOM,178,O3,BGAL,7,-9.823,2.918,-11.399,-1.0
ATOM,179,HO3,BGAL,7,-10.099,2.642,-12.294,-1.0
ATOM,180,C4,BGAL,7,-11.086,1.012,-10.615,69.48
ATOM,181,H4,BGAL,7,-11.461,0.762,-11.628,3.95
ATOM,182,O4,BGAL,7,-9.855,0.356,-10.418,-1.0
ATOM,183,HO4,BGAL,7,-9.243,0.681,-11.103,-1.0
ATOM,184,C6,BGAL,7,-12.224,-1.014,-9.433,61.8
ATOM,185,H61,BGAL,7,-12.847,-1.276,-8.57,3.77
ATOM,186,O6,BGAL,7,-12.818,-1.543,-10.599,-1.0
ATOM,187,HO6,BGAL,7,-12.879,-2.492,-10.471,-1.0
ATOM,188,H62,BGAL,7,-11.245,-1.474,-9.271,3.79
ATOM,189,C1,DGlcNAc,8,-15.414,5.965,3.635,101.87
ATOM,190,C2,DGlcNAc,8,-16.558,5.252,4.391,56.61
ATOM,191,C3,DGlcNAc,8,-17.921,5.75,3.864,73.17
ATOM,192,C4,DGlcNAc,8,-18.03,7.291,3.931,79.93
ATOM,193,C5,DGlcNAc,8,-16.808,7.968,3.24,76.43
ATOM,194,C6,DGlcNAc,8,-16.758,9.491,3.451,61.32
ATOM,196,O3,DGlcNAc,8,-18.953,5.162,4.645,-1.0
ATOM,197,O4,DGlcNAc,8,-19.246,7.669,3.295,-1.0
ATOM,198,O5,DGlcNAc,8,-15.556,7.404,3.75,-1.0
ATOM,199,O6,DGlcNAc,8,-16.478,9.796,4.816,-1.0
ATOM,201,HO3,DGlcNAc,8,-18.648,4.262,4.802,-1.0
ATOM,203,HO6,DGlcNAc,8,-15.902,9.086,5.118,-1.0
ATOM,204,H1,DGlcNAc,8,-15.403,5.665,2.567,4.67
ATOM,205,H2,DGlcNAc,8,-16.475,5.496,5.469,3.76
ATOM,206,H3,DGlcNAc,8,-18.038,5.424,2.81,3.75
ATOM,207,H4,DGlcNAc,8,-18.062,7.602,4.994,3.67
ATOM,208,H5,DGlcNAc,8,-16.876,7.777,2.15,3.63
ATOM,209,H61,DGlcNAc,8,-15.975,9.932,2.807,3.85
ATOM,210,H62,DGlcNAc,8,-17.71,9.964,3.142,4.05
ATOM,211,NM,DGlcNAc,8,-16.454,3.843,4.215,-1.0
ATOM,212,CM,DGlcNAc,8,-16.279,3.027,5.302,-1.0
ATOM,213,CM2,DGlcNAc,8,-16.18,1.553,4.96,-1.0
ATOM,214,OM,DGlcNAc,8,-16.203,3.423,6.45,-1.0
ATOM,215,HM1,DGlcNAc,8,-16.51,3.437,3.27,-1.0
ATOM,216,HM2,DGlcNAc,8,-16.048,0.938,5.88,-1.0
ATOM,217,HM3,DGlcNAc,8,-15.304,1.371,4.295,-1.0
ATOM,218,HM4,DGlcNAc,8,-17.106,1.211,4.445,-1.0
ATOM,219,C5,BGAL,9,-22.339,8.096,5.194,76.18
ATOM,220,H5,BGAL,9,-21.924,8.175,6.216,3.73
ATOM,221,O5,BGAL,9,-21.321,7.551,4.317,-1.0
ATOM,222,C1,BGAL,9,-20.098,8.328,4.174,103.8
ATOM,223,H1,BGAL,9,-19.607,8.413,5.159,4.48
ATOM,226,C2,BGAL,9,-20.434,9.739,3.636,71.89
ATOM,227,H2,BGAL,9,-20.813,9.645,2.598,3.57
ATOM,228,O2,BGAL,9,-19.27,10.532,3.618,-1.0
ATOM,229,HO2,BGAL,9,-19.522,11.403,3.256,-1.0
ATOM,230,C3,BGAL,9,-21.522,10.421,4.499,73.55
ATOM,231,H3,BGAL,9,-21.089,10.646,5.494,3.67
ATOM,232,O3,BGAL,9,-21.915,11.631,3.901,-1.0
ATOM,233,HO3,BGAL,9,-22.577,12.039,4.492,-1.0
ATOM,234,C4,BGAL,9,-22.763,9.516,4.708,69.48
ATOM,235,H4,BGAL,9,-23.448,9.994,5.436,3.95
ATOM,236,O4,BGAL,9,-23.436,9.387,3.477,-1.0
ATOM,237,HO4,BGAL,9,-23.677,10.284,3.186,-1.0
ATOM,238,C6,BGAL,9,-23.513,7.076,5.242,61.8
ATOM,239,H61,BGAL,9,-23.121,6.081,5.477,3.77
ATOM,240,O6,BGAL,9,-24.464,7.433,6.223,-1.0
ATOM,241,HO6,BGAL,9,-25.147,6.76,6.202,-1.0
ATOM,242,H62,BGAL,9,-23.996,7.007,4.263,3.79
ATOM,243,C1,AMAN,10,-12.889,8.655,5.443,101.14
ATOM,244,C2,AMAN,10,-12.233,10.007,5.709,78.06
ATOM,245,C3,AMAN,10,-10.723,9.949,5.548,70.75
ATOM,246,C4,AMAN,10,-10.15,8.8,6.346,68.2
ATOM,247,C5,AMAN,10,-10.864,7.502,5.974,74.63
ATOM,248,C6,AMAN,10,-10.394,6.276,6.725,62.4
ATOM,249,O3,AMAN,10,-10.164,11.179,6.026,-1.0
ATOM,250,O4,AMAN,10,-8.764,8.637,6.081,-1.0
ATOM,251,O5,AMAN,10,-12.26,7.671,6.274,-1.0
ATOM,252,O6,AMAN,10,-10.553,6.421,8.128,-1.0
ATOM,253,HO3,AMAN,10,-9.817,11.662,5.112,-1.0
ATOM,254,HO4,AMAN,10,-8.183,9.153,6.844,-1.0
ATOM,255,HO6,AMAN,10,-11.096,5.774,8.818,-1.0
ATOM,257,O2,AMAN,10,-12.556,10.417,7.032,-1.0
ATOM,260,H5,AMAN,10,-10.706,7.295,4.951,3.65
ATOM,261,H61,AMAN,10,-10.571,5.307,6.567,3.67
ATOM,262,H62,AMAN,10,-9.37,6.136,6.534,3.87
ATOM,263,H1,AMAN,10,-13.957,8.723,5.649,5.03
ATOM,264,H2,AMAN,10,-12.649,10.714,4.991,4.1
ATOM,265,H3,AMAN,10,-10.487,9.813,4.493,3.88
ATOM,266,H4,AMAN,10,-10.293,9.026,7.403,3.56
ATOM,267,C1,DGlcNAc,11,-13.313,11.61,7.034,100.53
ATOM,268,C2,DGlcNAc,11,-13.814,11.902,8.467,55.82
ATOM,269,C3,DGlcNAc,11,-14.479,13.295,8.512,72.75
ATOM,270,C4,DGlcNAc,11,-13.536,14.396,7.973,79.75
ATOM,271,C5,DGlcNAc,11,-12.98,14.014,6.567,75.66
ATOM,272,C6,DGlcNAc,11,-11.882,14.971,6.069,61.06
ATOM,274,O3,DGlcNAc,11,-14.834,13.585,9.857,-1.0
ATOM,275,O4,DGlcNAc,11,-14.274,15.611,7.913,-1.0
ATOM,276,O5,DGlcNAc,11,-12.418,12.661,6.59,-1.0
ATOM,277,O6,DGlcNAc,11,-10.701,14.827,6.856,-1.0
ATOM,279,HO3,DGlcNAc,11,-15.148,12.745,10.207,-1.0
ATOM,281,HO6,DGlcNAc,11,-10.679,13.897,7.106,-1.0
ATOM,282,H1,DGlcNAc,11,-14.167,11.512,6.332,4.57
ATOM,283,H2,DGlcNAc,11,-12.945,11.893,9.154,3.75
ATOM,284,H3,DGlcNAc,11,-15.4,13.273,7.894,3.76
ATOM,285,H4,DGlcNAc,11,-12.688,14.517,8.676,3.71
ATOM,286,H5,DGlcNAc,11,-13.817,14.049,5.842,3.6
ATOM,287,H61,DGlcNAc,11,-11.648,14.752,5.01,3.85
ATOM,288,H62,DGlcNAc,11,-12.231,16.02,6.094,3.99
ATOM,289,NM,DGlcNAc,11,-14.747,10.905,8.869,-1.0
ATOM,290,CM,DGlcNAc,11,-14.483,10.121,9.962,-1.0
ATOM,291,CM2,DGlcNAc,11,-15.563,9.101,10.266,-1.0
ATOM,292,OM,DGlcNAc,11,-13.479,10.21,10.643,-1.0
ATOM,293,HM1,DGlcNAc,11,-15.62,10.773,8.339,-1.0
ATOM,294,HM2,DGlcNAc,11,-15.301,8.5,11.167,-1.0
ATOM,295,HM3,DGlcNAc,11,-15.684,8.4,9.407,-1.0
ATOM,296,HM4,DGlcNAc,11,-16.535,9.61,10.461,-1.0
ATOM,297,C5,BGAL,12,-13.431,17.095,11.145,76.18
ATOM,298,H5,BGAL,12,-12.334,17.188,11.029,3.73
ATOM,299,O5,BGAL,12,-13.932,16.188,10.13,-1.0
ATOM,300,C1,BGAL,12,-13.725,16.582,8.743,103.8
ATOM,301,H1,BGAL,12,-12.642,16.656,8.546,4.48
ATOM,304,C2,BGAL,12,-14.397,17.951,8.482,71.89
ATOM,305,H2,BGAL,12,-15.496,17.831,8.564,3.57
ATOM,306,O2,BGAL,12,-14.09,18.391,7.179,-1.0
ATOM,307,HO2,BGAL,12,-14.547,19.244,7.051,-1.0
ATOM,308,C3,BGAL,12,-13.937,19.005,9.517,73.55
ATOM,309,H3,BGAL,12,-12.867,19.229,9.334,3.67
ATOM,310,O3,BGAL,12,-14.674,20.19,9.35,-1.0
ATOM,311,HO3,BGAL,12,-14.331,20.832,9.999,-1.0
ATOM,312,C4,BGAL,12,-14.081,18.502,10.976,69.48
ATOM,313,H4,BGAL,12,-13.617,19.236,11.664,3.95
ATOM,314,O4,BGAL,12,-15.452,18.403,11.282,-1.0
ATOM,315,HO4,BGAL,12,-15.839,19.288,11.156,-1.0
ATOM,316,C6,BGAL,12,-13.703,16.444,12.532,61.8
ATOM,317,H61,BGAL,12,-13.319,15.418,12.533,3.77
ATOM,318,O6,BGAL,12,-13.075,17.166,13.57,-1.0
ATOM,319,HO6,BGAL,12,-13.276,16.705,14.386,-1.0
ATOM,320,H62,BGAL,12,-14.779,16.383,12.718,3.79
