Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,labels
ATOM,128,H2,DGlcNAc,5,-13.634,-4.623,0.061,3.8
ATOM,129,H3,DGlcNAc,5,-15.263,-5.672,2.462,3.74
ATOM,130,H4,DGlcNAc,5,-12.264,-6.064,1.857,3.7
ATOM,131,H5,DGlcNAc,5,-13.545,-4.373,4.099,3.63
ATOM,132,H61,DGlcNAc,5,-11.305,-3.576,4.589,3.86
ATOM,133,H62,DGlcNAc,5,-11.251,-5.343,4.611,4.02
ATOM,134,NM,DGlcNAc,5,-15.693,-4.397,0.188,-1.0
ATOM,135,CM,DGlcNAc,5,-15.776,-4.437,-1.18,-1.0
ATOM,136,CM2,DGlcNAc,5,-17.187,-4.298,-1.718,-1.0
ATOM,137,OM,DGlcNAc,5,-14.819,-4.566,-1.921,-1.0
ATOM,138,HM1,DGlcNAc,5,-16.547,-4.284,0.753,-1.0
ATOM,139,HM2,DGlcNAc,5,-17.195,-4.347,-2.832,-1.0
ATOM,140,HM3,DGlcNAc,5,-17.62,-3.317,-1.413,-1.0
ATOM,141,HM4,DGlcNAc,5,-17.832,-5.119,-1.332,-1.0
ATOM,142,C5,BGAL,6,-11.751,-9.663,1.58,76.18
ATOM,143,H5,BGAL,6,-10.727,-9.268,1.442,3.73
ATOM,144,O5,BGAL,6,-12.619,-8.576,1.989,-1.0
ATOM,145,C1,BGAL,6,-12.291,-7.914,3.244,103.8
ATOM,146,H1,BGAL,6,-11.289,-7.459,3.161,4.48
ATOM,149,C2,BGAL,6,-12.301,-8.944,4.398,71.89
ATOM,150,H2,BGAL,6,-13.339,-9.302,4.549,3.57
ATOM,151,O2,BGAL,6,-11.86,-8.331,5.587,-1.0
ATOM,152,HO2,BGAL,6,-11.9,-9.007,6.29,-1.0
ATOM,153,C3,BGAL,6,-11.404,-10.161,4.068,73.55
ATOM,154,H3,BGAL,6,-10.348,-9.824,4.062,3.67
ATOM,155,O3,BGAL,6,-11.551,-11.144,5.061,-1.0
ATOM,156,HO3,BGAL,6,-10.947,-11.875,4.829,-1.0
ATOM,157,C4,BGAL,6,-11.722,-10.77,2.679,69.48
ATOM,158,H4,BGAL,6,-10.969,-11.546,2.438,3.95
ATOM,159,O4,BGAL,6,-12.991,-11.378,2.737,-1.0
ATOM,160,HO4,BGAL,6,-12.954,-12.054,3.438,-1.0
ATOM,161,C6,BGAL,6,-12.25,-10.17,0.197,61.8
ATOM,162,H61,BGAL,6,-12.355,-9.319,-0.485,3.77
ATOM,163,O6,BGAL,6,-11.348,-11.097,-0.367,-1.0
ATOM,164,HO6,BGAL,6,-11.713,-11.356,-1.215,-1.0
ATOM,165,H62,BGAL,6,-13.24,-10.625,0.294,3.79
ATOM,166,C1,DGlcNAc,7,-9.679,-0.035,-2.805,100.64
ATOM,167,C2,DGlcNAc,7,-9.403,-1.33,-3.603,55.94
ATOM,168,C3,DGlcNAc,7,-8.386,-1.04,-4.729,72.83
ATOM,169,C4,DGlcNAc,7,-8.849,0.129,-5.629,79.78
ATOM,170,C5,DGlcNAc,7,-9.208,1.382,-4.774,75.66
ATOM,171,C6,DGlcNAc,7,-9.866,2.507,-5.594,61.07
ATOM,173,O3,DGlcNAc,7,-8.231,-2.216,-5.513,-1.0
ATOM,174,O4,DGlcNAc,7,-7.795,0.421,-6.54,-1.0
ATOM,175,O5,DGlcNAc,7,-10.129,1.018,-3.695,-1.0
ATOM,176,O6,DGlcNAc,7,-11.167,2.114,-6.026,-1.0
ATOM,178,HO3,DGlcNAc,7,-8.246,-2.934,-4.871,-1.0
ATOM,180,HO6,DGlcNAc,7,-11.504,1.55,-5.322,-1.0
ATOM,181,H1,DGlcNAc,7,-8.771,0.289,-2.256,4.62
ATOM,182,H2,DGlcNAc,7,-10.354,-1.677,-4.053,3.75
ATOM,183,H3,DGlcNAc,7,-7.41,-0.781,-4.272,3.76
ATOM,184,H4,DGlcNAc,7,-9.745,-0.19,-6.197,3.7
ATOM,185,H5,DGlcNAc,7,-8.272,1.782,-4.335,3.6
ATOM,186,H61,DGlcNAc,7,-9.943,3.422,-4.977,3.85
ATOM,187,H62,DGlcNAc,7,-9.24,2.778,-6.466,3.99
ATOM,188,NM,DGlcNAc,7,-8.893,-2.337,-2.736,-1.0
ATOM,189,CM,DGlcNAc,7,-9.578,-3.513,-2.574,-1.0
ATOM,190,CM2,DGlcNAc,7,-8.919,-4.486,-1.616,-1.0
ATOM,191,OM,DGlcNAc,7,-10.627,-3.777,-3.132,-1.0
ATOM,192,HM1,DGlcNAc,7,-8.01,-2.182,-2.229,-1.0
ATOM,193,HM2,DGlcNAc,7,-9.513,-5.426,-1.531,-1.0
ATOM,194,HM3,DGlcNAc,7,-8.841,-4.034,-0.601,-1.0
ATOM,195,HM4,DGlcNAc,7,-7.899,-4.754,-1.976,-1.0
ATOM,196,C5,BGAL,8,-8.784,-1.601,-9.419,76.18
ATOM,197,H5,BGAL,8,-9.763,-1.138,-9.647,3.73
ATOM,198,O5,BGAL,8,-8.379,-1.202,-8.084,-1.0
ATOM,199,C1,BGAL,8,-8.19,0.224,-7.858,103.8
ATOM,200,H1,BGAL,8,-9.147,0.746,-8.03,4.48
ATOM,203,C2,BGAL,8,-7.115,0.771,-8.826,71.89
ATOM,204,H2,BGAL,8,-6.135,0.326,-8.56,3.57
ATOM,205,O2,BGAL,8,-7.023,2.17,-8.695,-1.0
ATOM,206,HO2,BGAL,8,-6.325,2.47,-9.307,-1.0
ATOM,207,C3,BGAL,8,-7.443,0.398,-10.292,73.55
ATOM,208,H3,BGAL,8,-8.346,0.961,-10.601,3.67
ATOM,209,O3,BGAL,8,-6.378,0.773,-11.128,-1.0
ATOM,210,HO3,BGAL,8,-6.64,0.549,-12.041,-1.0
ATOM,211,C4,BGAL,8,-7.736,-1.114,-10.466,69.48
ATOM,212,H4,BGAL,8,-8.093,-1.301,-11.498,3.95
ATOM,213,O4,BGAL,8,-6.538,-1.827,-10.268,-1.0
ATOM,214,HO4,BGAL,8,-5.896,-1.497,-10.921,-1.0
ATOM,215,C6,BGAL,8,-8.986,-3.143,-9.408,61.8
ATOM,216,H61,BGAL,8,-9.641,-3.419,-8.575,3.77
ATOM,217,O6,BGAL,8,-9.567,-3.594,-10.613,-1.0
ATOM,218,HO6,BGAL,8,-9.67,-4.544,-10.531,-1.0
ATOM,219,H62,BGAL,8,-8.03,-3.65,-9.243,3.79
ATOM,220,C1,DGlcNAc,9,-12.254,3.361,3.883,101.97
ATOM,221,C2,DGlcNAc,9,-13.446,2.661,4.576,57.08
ATOM,222,C3,DGlcNAc,9,-14.773,3.238,4.038,74.7
ATOM,223,C4,DGlcNAc,9,-14.823,4.778,4.174,71.12
ATOM,224,C5,DGlcNAc,9,-13.556,5.434,3.546,77.56
ATOM,225,C6,DGlcNAc,9,-13.452,6.944,3.829,61.92
ATOM,227,O3,DGlcNAc,9,-15.848,2.658,4.764,-1.0
ATOM,228,O4,DGlcNAc,9,-16.005,5.233,3.525,-1.0
ATOM,229,O5,DGlcNAc,9,-12.342,4.797,4.062,-1.0
ATOM,230,O6,DGlcNAc,9,-13.198,7.175,5.213,-1.0
ATOM,232,HO3,DGlcNAc,9,-15.584,1.74,4.887,-1.0
ATOM,233,HO4,DGlcNAc,9,-16.693,4.628,3.824,-1.0
ATOM,234,HO6,DGlcNAc,9,-12.658,6.429,5.496,-1.0
ATOM,235,H1,DGlcNAc,9,-12.226,3.11,2.803,4.64
ATOM,236,H2,DGlcNAc,9,-13.383,2.853,5.666,3.71
ATOM,237,H3,DGlcNAc,9,-14.874,2.965,2.968,3.58
ATOM,238,H4,DGlcNAc,9,-14.871,5.041,5.249,3.43
ATOM,239,H5,DGlcNAc,9,-13.602,5.296,2.447,3.48
ATOM,240,H61,DGlcNAc,9,-12.635,7.381,3.226,3.78
ATOM,241,H62,DGlcNAc,9,-14.376,7.469,3.518,3.96
ATOM,242,NM,DGlcNAc,9,-13.393,1.259,4.338,-1.0
ATOM,243,CM,DGlcNAc,9,-13.28,0.388,5.39,-1.0
ATOM,244,CM2,DGlcNAc,9,-13.23,-1.072,4.982,-1.0
ATOM,245,OM,DGlcNAc,9,-13.219,0.728,6.557,-1.0
ATOM,246,HM1,DGlcNAc,9,-13.439,0.899,3.373,-1.0
ATOM,247,HM2,DGlcNAc,9,-13.148,-1.732,5.876,-1.0
ATOM,248,HM3,DGlcNAc,9,-12.344,-1.259,4.332,-1.0
ATOM,249,HM4,DGlcNAc,9,-14.154,-1.353,4.429,-1.0
ATOM,250,C1,AMAN,10,-9.675,5.861,5.878,101.14
ATOM,251,C2,AMAN,10,-8.974,7.172,6.223,78.06
ATOM,252,C3,AMAN,10,-7.463,7.06,6.098,70.75
ATOM,253,C4,AMAN,10,-6.958,5.854,6.857,68.2
ATOM,254,C5,AMAN,10,-7.713,4.603,6.406,74.63
ATOM,255,C6,AMAN,10,-7.312,3.327,7.112,62.4
ATOM,256,O3,AMAN,10,-6.87,8.243,6.647,-1.0
ATOM,257,O4,AMAN,10,-5.573,5.646,6.62,-1.0
ATOM,258,O5,AMAN,10,-9.108,4.816,6.678,-1.0
ATOM,259,O6,AMAN,10,-7.504,3.414,8.515,-1.0
ATOM,260,HO3,AMAN,10,-6.479,8.752,5.765,-1.0
ATOM,261,HO4,AMAN,10,-4.993,6.103,7.42,-1.0
ATOM,262,HO6,AMAN,10,-8.09,2.759,9.16,-1.0
ATOM,264,O2,AMAN,10,-9.316,7.535,7.555,-1.0
ATOM,267,H5,AMAN,10,-7.535,4.437,5.38,3.65
ATOM,268,H61,AMAN,10,-7.523,2.374,6.905,3.67
ATOM,269,H62,AMAN,10,-6.29,3.154,6.94,3.87
ATOM,270,H1,AMAN,10,-10.745,5.963,6.059,5.03
ATOM,271,H2,AMAN,10,-9.342,7.927,5.528,4.1
ATOM,272,H3,AMAN,10,-7.204,6.962,5.044,3.88
ATOM,273,H4,AMAN,10,-7.121,6.037,7.918,3.56
ATOM,274,C1,DGlcNAc,11,-10.026,8.756,7.593,100.53
ATOM,275,C2,DGlcNAc,11,-10.554,9.003,9.024,55.82
ATOM,276,C3,DGlcNAc,11,-11.164,10.418,9.117,72.75
ATOM,277,C4,DGlcNAc,11,-10.163,11.503,8.654,79.75
ATOM,278,C5,DGlcNAc,11,-9.585,11.163,7.247,75.66
ATOM,279,C6,DGlcNAc,11,-8.436,12.096,6.822,61.06
ATOM,281,O3,DGlcNAc,11,-11.544,10.661,10.465,-1.0
ATOM,282,O4,DGlcNAc,11,-10.852,12.749,8.632,-1.0
ATOM,283,O5,DGlcNAc,11,-9.078,9.789,7.221,-1.0
ATOM,284,O6,DGlcNAc,11,-7.284,11.868,7.631,-1.0
ATOM,286,HO3,DGlcNAc,11,-11.9,9.819,10.767,-1.0
ATOM,288,HO6,DGlcNAc,11,-7.306,10.928,7.839,-1.0
ATOM,289,H1,DGlcNAc,11,-10.863,8.724,6.866,4.57
ATOM,290,H2,DGlcNAc,11,-9.704,8.927,9.732,3.75
ATOM,291,H3,DGlcNAc,11,-12.068,10.461,8.476,3.76
ATOM,292,H4,DGlcNAc,11,-9.331,11.557,9.383,3.71
ATOM,293,H5,DGlcNAc,11,-10.4,11.265,6.503,3.6
ATOM,294,H61,DGlcNAc,11,-8.183,11.916,5.76,3.85
ATOM,295,H62,DGlcNAc,11,-8.745,13.157,6.887,3.99
ATOM,296,NM,DGlcNAc,11,-11.536,8.028,9.357,-1.0
ATOM,297,CM,DGlcNAc,11,-11.333,7.184,10.418,-1.0
ATOM,298,CM2,DGlcNAc,11,-12.461,6.196,10.647,-1.0
ATOM,299,OM,DGlcNAc,11,-10.345,7.201,11.127,-1.0
ATOM,300,HM1,DGlcNAc,11,-12.399,7.956,8.798,-1.0
ATOM,301,HM2,DGlcNAc,11,-12.247,5.545,11.525,-1.0
ATOM,302,HM3,DGlcNAc,11,-12.586,5.541,9.754,-1.0
ATOM,303,HM4,DGlcNAc,11,-13.416,6.735,10.841,-1.0
ATOM,304,C5,BGAL,12,-10.039,14.049,11.95,76.18
ATOM,305,H5,BGAL,12,-8.937,14.103,11.866,3.73
ATOM,306,O5,BGAL,12,-10.547,13.21,10.881,-1.0
ATOM,307,C1,BGAL,12,-10.288,13.658,9.52,103.8
ATOM,308,H1,BGAL,12,-9.197,13.697,9.354,4.48
ATOM,311,C2,BGAL,12,-10.897,15.063,9.305,71.89
ATOM,312,H2,BGAL,12,-12.002,14.985,9.354,3.57
ATOM,313,O2,BGAL,12,-10.538,15.549,8.033,-1.0
ATOM,314,HO2,BGAL,12,-10.956,16.425,7.932,-1.0
ATOM,315,C3,BGAL,12,-10.424,16.05,10.399,73.55
ATOM,316,H3,BGAL,12,-9.342,16.239,10.255,3.67
ATOM,317,O3,BGAL,12,-11.11,17.27,10.269,-1.0
ATOM,318,HO3,BGAL,12,-10.759,17.868,10.956,-1.0
ATOM,319,C4,BGAL,12,-10.628,15.488,11.829,69.48
ATOM,320,H4,BGAL,12,-10.155,16.171,12.562,3.95
ATOM,321,O4,BGAL,12,-12.01,15.431,12.095,-1.0
ATOM,322,HO4,BGAL,12,-12.358,16.336,12.0,-1.0
ATOM,323,C6,BGAL,12,-10.374,13.348,13.297,61.8
ATOM,324,H61,BGAL,12,-10.032,12.308,13.261,3.77
ATOM,325,O6,BGAL,12,-9.747,13.995,14.383,-1.0
ATOM,326,HO6,BGAL,12,-9.989,13.506,15.172,-1.0
ATOM,327,H62,BGAL,12,-11.457,13.322,13.453,3.79
